Game_Name,Game_Author,Game_Price,Game_Genre,Game_Rating,Game_URL
Cyclo 8,NuSan,N/A,Platformer,4.00 average rating from 16 total ratings,https://nusan.itch.io/cyclo-8
Falling Ecosystem,sprvrn,N/A,N/A,3.92 average rating from 25 total ratings,https://sprvrn.itch.io/falling-ecosystem
Mortal Cards,TheRoboz,N/A,Card Game,4.22 average rating from 9 total ratings,https://theroboz.itch.io/mortalcards
Complicity Inc.,RhythmLynx,N/A,Action,4.22 average rating from 9 total ratings,https://rhythmlynx.itch.io/complicity-inc
Caterwaul,moult,N/A,Rhythm,4.22 average rating from 9 total ratings,https://moult.itch.io/caterwaul
Jack and Casie PICO-8 Demake,spoike,N/A,Action,4.22 average rating from 9 total ratings,https://spoike.itch.io/jack-and-casie
Tecton Inc.,PlayMedusa,$2,Action,4.22 average rating from 9 total ratings,https://playmedusa.itch.io/tecton-inc
Minball 552,brook.p8,N/A,Platformer,4.00 average rating from 15 total ratings,https://gamedevbrook.itch.io/minball
Crowded Dungeon Crawler,BoneVolt,N/A,Puzzle,4.00 average rating from 14 total ratings,https://bonevolt.itch.io/crowded-dungeon-crawler
Fruit Thieves,egordorichev,N/A,Action,4.38 average rating from 8 total ratings,https://egordorichev.itch.io/fruit-thieves
Station-8,Klehrik,N/A,Platformer,4.38 average rating from 8 total ratings,https://klehrik.itch.io/station-8
Artorio,Munro,N/A,Puzzle,4.38 average rating from 8 total ratings,https://munro.itch.io/artorio
Fire Wing,Dushi,N/A,Action,4.38 average rating from 8 total ratings,https://dushi.itch.io/fire-wing
I Demand Coffee,Elastiskalinjen,3€,Platformer,4.38 average rating from 8 total ratings,https://elastiskalinjen.itch.io/i-demand-coffee
"HI, Robot",codekitchen,N/A,Puzzle,4.38 average rating from 8 total ratings,https://codekitchen.itch.io/hi-robot
Sub-Uber-Marine,Extar,$3,Action,4.00 average rating from 13 total ratings,https://extar.itch.io/sub-uber-marine
Micro Pico,RhythmLynx,N/A,Action,4.57 average rating from 7 total ratings,https://rhythmlynx.itch.io/micro
Endless Archery [PICO-8],epbarger,N/A,Simulation,4.57 average rating from 7 total ratings,https://epbarger.itch.io/endless-archery-pico8
WOBOLOB CLASSIC,01010111,N/A,Sports,4.57 average rating from 7 total ratings,https://01010111.itch.io/wobolob-classic
Celeste  But More Harder,MrScottyPieey,N/A,Platformer,4.57 average rating from 7 total ratings,https://mrscottypieey.itch.io/celeste-more-harder
Toxic Bubblegum Conflict,Mercurius,N/A,Action,4.57 average rating from 7 total ratings,https://mercurius.itch.io/toxic-bubblegum-conflict
Pico8 Galaxian,MinionSoft,N/A,Shooter,4.57 average rating from 7 total ratings,https://minionsoft.itch.io/galaxian
Masked Words,Numa,N/A,Visual Novel,3.88 average rating from 24 total ratings,https://numachitamanegi.itch.io/masked-words
DroidVania,FranSan,N/A,Action,4.83 average rating from 6 total ratings,https://fransan.itch.io/droidvania
La légende du Tiki-Gabou,Raphytator,N/A,Adventure,4.83 average rating from 6 total ratings,https://raphytator.itch.io/la-legende-du-tiki-gabou
ORBSORT,Wish Volo,N/A,Puzzle,4.83 average rating from 6 total ratings,https://wish-volo.itch.io/orbsort
Xmas: Sorted,Paul Nicholas (Liquidream),N/A,Action,4.83 average rating from 6 total ratings,https://liquidream.itch.io/xmas-sorted
Bubblegum Planet (TweetTweetJam),zep,N/A,Platformer,4.83 average rating from 6 total ratings,https://zep.itch.io/bubblegum-planet-tweettweetjam
Hell Hole Classic,elGabe,N/A,Action,4.83 average rating from 6 total ratings,https://elgabe.itch.io/hellhole-classic
Pröng,iLKke,N/A,Action,4.83 average rating from 6 total ratings,https://ilkke.itch.io/prong
QUEST 2,kittenm4ster,N/A,N/A,4.83 average rating from 6 total ratings,https://kittenm4ster.itch.io/quest-2
Totally Normal Day,Isaac Games,N/A,Interactive Fiction,4.83 average rating from 6 total ratings,https://isaacgames.itch.io/totally-normal-day
TRIHARD,N0ba,N/A,Action,4.83 average rating from 6 total ratings,https://n0ba.itch.io/trihard
La Sal,pancelor,N/A,Platformer,4.83 average rating from 6 total ratings,https://pancelor.itch.io/la-sal
Sweet Fruits from the Magical Tree,Mercurius,N/A,Action,4.83 average rating from 6 total ratings,https://mercurius.itch.io/sweet-fruits-from-the-magical-tree
Myrtle Takes The City,Paloblancogames,N/A,Adventure,4.83 average rating from 6 total ratings,https://paloblancogames.itch.io/myrtle-takes-the-city
The Lost Strawberry,egordorichev,N/A,Platformer,3.93 average rating from 15 total ratings,https://egordorichev.itch.io/lost-strawberry
Defrag Memories,AshG,N/A,Action,4.00 average rating from 10 total ratings,https://ashg.itch.io/defrag-memories
Doukutsu Demake,doubtfulgames,N/A,Platformer,4.00 average rating from 10 total ratings,https://doubtfulgames.itch.io/doukutsu
Theme Park,Joseph,N/A,Simulation,4.00 average rating from 10 total ratings,https://jprobertson.itch.io/theme-park
WrongKynd,atygeek,N/A,Action,3.86 average rating from 22 total ratings,https://atygeek.itch.io/wrongkynd
Speed Pool #Pico1K,Paul Nicholas (Liquidream),N/A,Sports,4.11 average rating from 9 total ratings,https://liquidream.itch.io/speed-pool-1k
Dice Mice,Elastiskalinjen,3€,Strategy,4.11 average rating from 9 total ratings,https://elastiskalinjen.itch.io/dice-mice
Another World: SURVIVAL,Paul Nicholas (Liquidream),N/A,Action,4.25 average rating from 8 total ratings,https://liquidream.itch.io/another-world-survival
Octarine,Draconis,N/A,Strategy,4.25 average rating from 8 total ratings,https://draconis.itch.io/octarine
2048: Pico-8 Edition,D'oven,N/A,Puzzle,4.25 average rating from 8 total ratings,https://doven.itch.io/2048-pico-8-edition
Block Rush,Artridge,N/A,Puzzle,4.43 average rating from 7 total ratings,https://artridge.itch.io/blockrush
8th Knight,Paul Nicholas (Liquidream),N/A,Platformer,4.43 average rating from 7 total ratings,https://liquidream.itch.io/8th-knight
Fishy Friends!,Alexandria,N/A,N/A,4.43 average rating from 7 total ratings,https://shoebby.itch.io/fishyfriends
Logicraft,galactical,N/A,Puzzle,4.43 average rating from 7 total ratings,https://galactical.itch.io/logicraft
Grids of Thermometers 8-bit,frozax,N/A,Puzzle,4.43 average rating from 7 total ratings,https://frozax.itch.io/grids-of-thermometers-8-bit
Practical Spacefaring,PoodlePilot,N/A,Action,4.43 average rating from 7 total ratings,https://poodlepilot.itch.io/practical-spacefaring
Fishy Friends!,Alexandria,N/A,N/A,4.43 average rating from 7 total ratings,https://shoebby.itch.io/fishyfriends
Block Rush,Artridge,N/A,Puzzle,4.43 average rating from 7 total ratings,https://artridge.itch.io/blockrush
Infinitroid,Gawain (DarkGriffin),N/A,Platformer,3.91 average rating from 11 total ratings,https://darkgriffin.itch.io/infinitroid
Vortex Invader,GuerraGames,N/A,Shooter,3.91 average rating from 11 total ratings,https://guerragames.itch.io/vortex-invader
STRUNG OUT in heaven's high,SweetHeart Squad,N/A,Adventure,4.67 average rating from 6 total ratings,https://sweetheartsquad.itch.io/strung-out-in-heavens-high
Don't Dig Up the Dead,Brian Vaughn / MorningToast,N/A,Adventure,4.67 average rating from 6 total ratings,https://morningtoast.itch.io/dont-dig-up-the-dead
SPY'S DEMISE,ThatTomHall,N/A,N/A,4.67 average rating from 6 total ratings,https://thattomhall.itch.io/spys-demise
Time Thief,Matheus Mortatti,N/A,Adventure,4.67 average rating from 6 total ratings,https://matheusmortatti.itch.io/time-thief
Kelin's Delivery: Rain,Vsio NeithR,N/A,Adventure,4.67 average rating from 6 total ratings,https://vsioneithr.itch.io/kelins-delivery-rain
Justice Pizza,tarngerine,N/A,Platformer,4.67 average rating from 6 total ratings,https://tarngerine.itch.io/justice-pizza
Pico Off Road,Assembler Bot,N/A,Racing,4.67 average rating from 6 total ratings,https://assemblerbot.itch.io/pico-off-road
Invasion Commander: Reversed Invaders,Anto80,N/A,Simulation,4.67 average rating from 6 total ratings,https://anto80.itch.io/invasion-commander-reversed-invaders
Killager,egordorichev,N/A,Adventure,3.90 average rating from 10 total ratings,https://egordorichev.itch.io/killager
Last Quest (Pico-8),oscarbraindead,N/A,Action,5.00 average rating from 5 total ratings,https://oscarbraindead.itch.io/last-quest-pico-8
Happy Challah Days,MBoffin,N/A,Adventure,5.00 average rating from 5 total ratings,https://mboffin.itch.io/happy-challah-days
6 keys,sop,N/A,Adventure,5.00 average rating from 5 total ratings,https://sopdev.itch.io/6-keys
Yarn!,Kevin™,N/A,Platformer,5.00 average rating from 5 total ratings,https://kevinthompson.itch.io/yarn
PICO-8 Bad Apple Demo,PrincessChooChoo,N/A,N/A,5.00 average rating from 5 total ratings,https://princesschoochoo.itch.io/pico-8-bad-apple-demo
Hammerstreik 1517,kittenm4ster,N/A,Platformer,5.00 average rating from 5 total ratings,https://kittenm4ster.itch.io/hammerstreik-1517
Blitzar,Munro,N/A,Simulation,5.00 average rating from 5 total ratings,https://munro.itch.io/bitzar
Pico-808,Ryan Nein,N/A,Rhythm,5.00 average rating from 5 total ratings,https://ryan-nein.itch.io/pico-808
Date&Time,LouieChapm,N/A,N/A,5.00 average rating from 5 total ratings,https://louiechapm.itch.io/date-and-time
The Macramancer,CalixJumio,$2,Puzzle,5.00 average rating from 5 total ratings,https://calixjumio.itch.io/the-macramancer
GOLDACHE,rare,N/A,Platformer,5.00 average rating from 5 total ratings,https://rarelikeaunicorn.itch.io/goldache
Look Out! (The Vengabus is Coming),nextlevelbanana,N/A,N/A,5.00 average rating from 5 total ratings,https://nextlevelbanana.itch.io/look-out-the-vengabus-is-coming
hungry eggbug!,pancelor,N/A,Puzzle,5.00 average rating from 5 total ratings,https://pancelor.itch.io/hungry-eggbug
The Cave-In At Erk'Lak,rare,N/A,Platformer,5.00 average rating from 5 total ratings,https://rarelikeaunicorn.itch.io/erklak
PicoPlex,lunafromthemoon,N/A,Puzzle,5.00 average rating from 5 total ratings,https://lunafromthemoon.itch.io/picoplex
LD46: Medusa,PrincessChooChoo,N/A,Action,5.00 average rating from 5 total ratings,https://princesschoochoo.itch.io/ld46medusa
WHO STOLE THE COAL?,ThatTomHall,N/A,N/A,5.00 average rating from 5 total ratings,https://thattomhall.itch.io/who-stole-the-coal
Snowball Showdown,ayla~nonsense,N/A,N/A,3.81 average rating from 16 total ratings,https://aylanonsense.itch.io/snowball-showdown
Intern Ian,BenBonk,N/A,Platformer,3.81 average rating from 16 total ratings,https://benbonk.itch.io/intern-ian
Hell Cat,Coffee Bat,N/A,Action,4.00 average rating from 9 total ratings,https://benjaminno.itch.io/hell-cat
Go Ahead,Yordrar,N/A,Puzzle,4.00 average rating from 9 total ratings,https://yordrar.itch.io/go-ahead
Hell Cat,Coffee Bat,N/A,Action,4.00 average rating from 9 total ratings,https://benjaminno.itch.io/hell-cat
Super Loot Bros,egordorichev,N/A,Adventure,4.13 average rating from 8 total ratings,https://egordorichev.itch.io/super-loot-bros
Bumparound,Beep Yeah!,N/A,Puzzle,4.13 average rating from 8 total ratings,https://beepyeah.itch.io/bumparound
Warming up!,PlayMedusa,N/A,Action,4.13 average rating from 8 total ratings,https://playmedusa.itch.io/warming-up
Duck Duck Plays the Blues,Sean,N/A,N/A,4.13 average rating from 8 total ratings,https://seansleblanc.itch.io/duck-duck-plays-the-blues
tarot-8,notb,N/A,Card Game,4.29 average rating from 7 total ratings,https://notb.itch.io/tarot-8
Boss Rush,egordorichev,N/A,Platformer,4.29 average rating from 7 total ratings,https://egordorichev.itch.io/boss-rush
Bepo the moth,wesen3000,N/A,Platformer,4.29 average rating from 7 total ratings,https://wesen3000.itch.io/the-moth
TETRATON,Rémy 🍬 Devaux,N/A,Shooter,4.29 average rating from 7 total ratings,https://trasevol-dog.itch.io/tetraton
Not Enough,Pipo,N/A,Adventure,4.29 average rating from 7 total ratings,https://signor-pipo.itch.io/not-enough
Got Coffee?!,Nangi,N/A,Adventure,4.50 average rating from 6 total ratings,https://nangi.itch.io/got-coffee
Home,tarngerine,N/A,Interactive Fiction,4.50 average rating from 6 total ratings,https://tarngerine.itch.io/remember-home
The Lost Strawberry X-Mas Edition,egordorichev,N/A,Platformer,4.50 average rating from 6 total ratings,https://egordorichev.itch.io/lost-strawberry-x-mas
Electrocardioground,oddgoo,N/A,Action,4.50 average rating from 6 total ratings,https://oddgoo.itch.io/electrocardioground
- BEATWISE TRIGGER -,Pixel Shock,N/A,Rhythm,4.50 average rating from 6 total ratings,https://pixelshock.itch.io/a-rhythm-based-dungeon-crawler
To Take Root Among The Stars,Somin,N/A,Platformer,4.50 average rating from 6 total ratings,https://somin.itch.io/to-take-root-among-the-stars
Elephant in the Room,Zahkros,N/A,Puzzle,4.50 average rating from 6 total ratings,https://zahkros.itch.io/elephant-in-the-room
Flowerhead,Charlie Tran,N/A,Platformer,4.50 average rating from 6 total ratings,https://charlietran.itch.io/flowerhead
Vitreous,Mush,N/A,Shooter,4.50 average rating from 6 total ratings,https://mush101.itch.io/vitreous
eau de parfum,arkicade,N/A,Strategy,4.50 average rating from 6 total ratings,https://arkicade.itch.io/eau-de-parfum
Spirit Solstice,Jusiv,N/A,Adventure,4.50 average rating from 6 total ratings,https://jusiv.itch.io/spirit-solstice
Night Fright Flight,Jusiv,N/A,Action,4.80 average rating from 5 total ratings,https://jusiv.itch.io/night-fright-flight
Ancient Bedtime Smackdown,Jojee,N/A,Action,4.80 average rating from 5 total ratings,https://jojee.itch.io/ancient-bedtime-smackdown
Farland[Celeste classic mod],Kamera,N/A,Platformer,4.80 average rating from 5 total ratings,https://kamera.itch.io/farland
The Spider Ruins,CalixJumio,$3,Action,4.80 average rating from 5 total ratings,https://calixjumio.itch.io/the-spider-ruins
Loto the Avatar,"Ben ""Bent"" Ferguson",N/A,Role Playing,4.80 average rating from 5 total ratings,https://barelyconsciousgames.itch.io/loto-the-avatar
Haven,AARON,N/A,Adventure,4.80 average rating from 5 total ratings,https://aarongb.itch.io/haven
STAIRS,Sean,N/A,Simulation,4.80 average rating from 5 total ratings,https://seansleblanc.itch.io/stairs
PixelTown,nextlevelbanana,N/A,N/A,4.80 average rating from 5 total ratings,https://nextlevelbanana.itch.io/pixeltown
STLTHSCPE - PICO-8 Port of Stealthscape,Carson K.,N/A,Action,4.80 average rating from 5 total ratings,https://carsonk.itch.io/stlthscp
I Just Wanna Land!,Jusiv,N/A,Action,4.80 average rating from 5 total ratings,https://jusiv.itch.io/just-wanna-land
Night of the Worm Slayer,xNilorac,N/A,Adventure,4.80 average rating from 5 total ratings,https://xnilorac.itch.io/night-of-the-worm-slayer
Pico 8 Mini Golf,Craig Tinney,N/A,Sports,4.80 average rating from 5 total ratings,https://ctinney94.itch.io/pico-8-mini-golf
Defender for Pico8,hijong park,N/A,Action,4.80 average rating from 5 total ratings,https://hijong-park.itch.io/defender-for-pico8
Bullet Pico,brook.p8,N/A,Puzzle,4.80 average rating from 5 total ratings,https://gamedevbrook.itch.io/bullet-pico
Eris' Scissors,arkicade,N/A,Puzzle,3.89 average rating from 9 total ratings,https://arkicade.itch.io/eris-scissors
[welcome to dreamsearch],arkicade,N/A,Platformer,4.00 average rating from 8 total ratings,https://arkicade.itch.io/dreamsearch
Turn Chase,Jason,$2.99,Strategy,3.73 average rating from 11 total ratings,https://jasonnumberxiii.itch.io/turn-chase
Island Gods,J⌬-əl,N/A,Strategy,4.14 average rating from 7 total ratings,https://takenbymood.itch.io/island-gods
League of PICO (game jam version),Wombart,N/A,Action,4.14 average rating from 7 total ratings,https://wombart.itch.io/league-of-pico
Nüllptr,egordorichev,N/A,Action,4.14 average rating from 7 total ratings,https://egordorichev.itch.io/nullptr
Everred - A Celeste Classic Mod,taco360,N/A,Platformer,4.14 average rating from 7 total ratings,https://taco360.itch.io/everred
DEFENDER X,LokiStriker,$2,Shooter,4.33 average rating from 6 total ratings,https://lokistriker.itch.io/dfx
Ranata the Frog and the Broken Forest,Omael,$1,Platformer,4.33 average rating from 6 total ratings,https://omael.itch.io/ranata
Star Trek: Killer Q'egh,ridgek,N/A,Action,4.33 average rating from 6 total ratings,https://ridgek.itch.io/star-trek-killer-qegh
360 Tetris,dwursteisen,N/A,Puzzle,4.33 average rating from 6 total ratings,https://dwursteisen.itch.io/360-tetris
Itty Bitty Tiny Town,Chairian,N/A,Adventure,4.33 average rating from 6 total ratings,https://chairian.itch.io/ibtt
Ninja Cat,Pixel Shock,N/A,Platformer,4.33 average rating from 6 total ratings,https://pixelshock.itch.io/ninja-cat
The Pixel Maze: 1-bit Adventure Game,oneearedrabbit,N/A,Adventure,4.33 average rating from 6 total ratings,https://oneearedrabbit.itch.io/the-pixel-maze
ARCANE NECTAR,dogsplusplus,N/A,Adventure,4.33 average rating from 6 total ratings,https://dogsplusplus.itch.io/arcane-nectar
The Remains of El Dorado,Tom Wright,N/A,Role Playing,4.33 average rating from 6 total ratings,https://minbytes.itch.io/remains-of-el-dorado
unrogue,dunin,N/A,Action,4.33 average rating from 6 total ratings,https://dunin.itch.io/unrogue
Very Very Little Adventure,tetsuro,N/A,Adventure,4.33 average rating from 6 total ratings,https://tetsuro.itch.io/very-very-little-adventure
Raise The Dead,Tofu Shop,N/A,Platformer,4.33 average rating from 6 total ratings,https://secretbunta.itch.io/raise-the-dead
EDM Blastoff,ryanford,N/A,N/A,4.60 average rating from 5 total ratings,https://ryanford.itch.io/edm-blastoff
Pico Dungeon,Stealthix,N/A,Role Playing,4.60 average rating from 5 total ratings,https://stealthix.itch.io/pico-dungeon
Froggy Road,2DArray,N/A,Action,4.60 average rating from 5 total ratings,https://2darray.itch.io/froggy-road
Dungeon of Numenas 2,Amegpo,N/A,Platformer,4.60 average rating from 5 total ratings,https://amegpo.itch.io/don2
Stone Knight,Arachnibot,N/A,Puzzle,4.60 average rating from 5 total ratings,https://arachnibot.itch.io/stone-knight
Super Mega Bread,Jclermont,$1,Platformer,4.60 average rating from 5 total ratings,https://jclermont.itch.io/super-mega-bread
Snail Forth!,borbware,N/A,Racing,4.60 average rating from 5 total ratings,https://borbware.itch.io/snail-forth
Frost Heart,BoneVolt,N/A,Action,4.60 average rating from 5 total ratings,https://bonevolt.itch.io/frost-heart
InfinityLoop-8,cyclegtx,N/A,Puzzle,4.60 average rating from 5 total ratings,https://cyclegtx.itch.io/infinityloop
Legend of Binate,Munro,N/A,Adventure,4.60 average rating from 5 total ratings,https://munro.itch.io/legend-of-binate
LADDER LAD,Beep Yeah!,$3.99,Platformer,4.60 average rating from 5 total ratings,https://beepyeah.itch.io/ladder-lad
Violent Cheese Crusader,Jojee,N/A,Action,4.60 average rating from 5 total ratings,https://jojee.itch.io/violent-cheese-crusader
Calico,LouieChapm,N/A,Puzzle,5.00 average rating from 4 total ratings,https://louiechapm.itch.io/calico-p8
Millennium Maximus,brook.p8,N/A,Card Game,5.00 average rating from 4 total ratings,https://gamedevbrook.itch.io/millenium-maximus
iii Demake,Carson K.,N/A,Platformer,5.00 average rating from 4 total ratings,https://carsonk.itch.io/iii-demake
Pic Off,hijong park,N/A,Shooter,5.00 average rating from 4 total ratings,https://hijong-park.itch.io/pic-off
512px under,pck404,N/A,Platformer,5.00 average rating from 4 total ratings,https://pck404.itch.io/512px-under
nonexistence,q1,N/A,N/A,5.00 average rating from 4 total ratings,https://frogmen.itch.io/nonexistence
Jigsaw Puzzle Pack Pro: Xmas Edition,kittenm4ster,N/A,Puzzle,5.00 average rating from 4 total ratings,https://kittenm4ster.itch.io/jigsaw-puzzle-pack-pro-xmas
Meowlionaire,eggnog,N/A,Platformer,5.00 average rating from 4 total ratings,https://eggnog.itch.io/meowlionaire
Adventure,Isaac Games,N/A,Adventure,5.00 average rating from 4 total ratings,https://isaacgames.itch.io/adventure
monster mash,pancelor,N/A,Platformer,5.00 average rating from 4 total ratings,https://pancelor.itch.io/monster-mash
minetris (6/10),pancelor,N/A,Action,5.00 average rating from 4 total ratings,https://pancelor.itch.io/minetris
Ballz Demake,Mckenon,N/A,N/A,5.00 average rating from 4 total ratings,https://mckenon.itch.io/ballz-demake
Sphere buster 2,hijong park,N/A,Shooter,5.00 average rating from 4 total ratings,https://hijong-park.itch.io/sphere-buster-2
Boo! Haunted House,TheRetroPaul,N/A,Puzzle,5.00 average rating from 4 total ratings,https://theretropaul.itch.io/boo-haunted-house
nonexistence,q1,N/A,N/A,5.00 average rating from 4 total ratings,https://frogmen.itch.io/nonexistence
512px under,pck404,N/A,Platformer,5.00 average rating from 4 total ratings,https://pck404.itch.io/512px-under
ProcFish,Phaste,N/A,N/A,5.00 average rating from 4 total ratings,https://phaste.itch.io/procfish
Volcana,taco360,N/A,Platformer,5.00 average rating from 4 total ratings,https://taco360.itch.io/volcana
Egypt,Josiah Winslow,N/A,Puzzle,5.00 average rating from 4 total ratings,https://winslowjosiah.itch.io/egypt
Overcast and Light Rain,donswelt,N/A,Simulation,5.00 average rating from 4 total ratings,https://donswelt.itch.io/overcast
UNDERDOG,krystalcoconut,N/A,Adventure,5.00 average rating from 4 total ratings,https://krystalcoconut.itch.io/underdog
Mellow,Luca Harris,N/A,Action,5.00 average rating from 4 total ratings,https://lucatron.itch.io/mellow
Cómo hacernos dignos de la Anarquía,RicoAlbe,N/A,Educational,5.00 average rating from 4 total ratings,https://ricoalbe.itch.io/anarquia
Santa Panic!,Dan Sanderson,N/A,Action,5.00 average rating from 4 total ratings,https://dansanderson.itch.io/santa-panic
PicoQuest: Darkness Rising,Kieron Scott,$1.49,Role Playing,5.00 average rating from 4 total ratings,https://ryancavendell.itch.io/picoquest-darkness-rising
Golden Star Sheriff,SlainteES,N/A,Action,5.00 average rating from 4 total ratings,https://slaintees.itch.io/golden-star-sheriff
Void Protocol,Kevin™,N/A,Action,5.00 average rating from 4 total ratings,https://kevinthompson.itch.io/void-protocol
Pourlandia,nextlevelbanana,N/A,Action,5.00 average rating from 4 total ratings,https://nextlevelbanana.itch.io/pourlandia
kub,uki-dev,N/A,N/A,5.00 average rating from 4 total ratings,https://uki-dev.itch.io/kub
PIC-Oh Mummy!,Hokutoy,N/A,Action,5.00 average rating from 4 total ratings,https://hokutoy.itch.io/pic-oh-mummy
Bonzaï (盆栽),Phaste,N/A,N/A,5.00 average rating from 4 total ratings,https://phaste.itch.io/bonzai
Pic Off,hijong park,N/A,Shooter,5.00 average rating from 4 total ratings,https://hijong-park.itch.io/pic-off
Flower March,kcaze,N/A,Simulation,5.00 average rating from 4 total ratings,https://kz.itch.io/flower-march
Millennium Maximus,brook.p8,N/A,Card Game,5.00 average rating from 4 total ratings,https://gamedevbrook.itch.io/millenium-maximus
Diefence,Treveron,N/A,Strategy,5.00 average rating from 4 total ratings,https://treveron.itch.io/diefence
Kung Fu (PICO-8 demake),origame.ca,N/A,Fighting,5.00 average rating from 4 total ratings,https://origameca.itch.io/kung-fu-demake
Gnome Tower,Omael,N/A,N/A,5.00 average rating from 4 total ratings,https://omael.itch.io/tower
The Nature of Gravity,4RT1F1C1AL,N/A,Platformer,5.00 average rating from 4 total ratings,https://4rt1f1c1al.itch.io/nature-of-gravity
Pilot8,btco,N/A,Action,5.00 average rating from 4 total ratings,https://btco.itch.io/pilot8
Squid Jump Squidmas Edition,Lokno Decker,N/A,N/A,3.88 average rating from 8 total ratings,https://lokno.itch.io/squid-jump-squidmas-edition
Lead valley 1.1,Jalecko,N/A,Shooter,4.00 average rating from 7 total ratings,https://jalecko.itch.io/lead-valley
Cube,Digx7,N/A,Adventure,4.00 average rating from 7 total ratings,https://digx7.itch.io/cube
bubble cat,pancelor,N/A,Puzzle,4.17 average rating from 6 total ratings,https://pancelor.itch.io/bubblecat
Slay the Dragon,Lone Spelunker,N/A,N/A,4.17 average rating from 6 total ratings,https://lonespelunker.itch.io/slay-the-dragon
Break'em,Cairn4,N/A,N/A,4.17 average rating from 6 total ratings,https://cairn4.itch.io/breakem
GravityWell,randomphantom,N/A,Shooter,4.17 average rating from 6 total ratings,https://randomphantom.itch.io/gravitywell
Pico Nations,Gouda,N/A,Strategy,4.17 average rating from 6 total ratings,https://martinjw.itch.io/pico-nations
A Pico8 Xmas,Cole Dunham,$1,Action,4.17 average rating from 6 total ratings,https://cdunham.itch.io/a-pico8-xmas
NIJI - A One-Dimensional Match-3 Action Puzzle Game,GuerraGames,N/A,Puzzle,4.17 average rating from 6 total ratings,https://guerragames.itch.io/niji
Stuck in the Sewers,BoneVolt,N/A,Puzzle,4.17 average rating from 6 total ratings,https://bonevolt.itch.io/stuck-in-the-sewers
Xicarus's Xtreme Xventure,brook.p8,N/A,Action,4.40 average rating from 5 total ratings,https://gamedevbrook.itch.io/xventure
OMEGA ZONE,kometbomb,N/A,Action,4.40 average rating from 5 total ratings,https://kometbomb.itch.io/omega-zone
NEST 2,Dóczi Dominik,N/A,Action,4.40 average rating from 5 total ratings,https://doczi-dominik.itch.io/nest-2
OmnomnONE,BoneVolt,N/A,Action,4.40 average rating from 5 total ratings,https://bonevolt.itch.io/omnomnone
KONSAIRI (TRIAL Edition),bitchunk,N/A,Adventure,4.40 average rating from 5 total ratings,https://bitchunk.itch.io/konsairi
Slingshott,egordorichev,N/A,N/A,4.40 average rating from 5 total ratings,https://egordorichev.itch.io/slingshott
The legend of Isaac,egordorichev,N/A,Role Playing,4.40 average rating from 5 total ratings,https://egordorichev.itch.io/the-legend-of-isaac
Alien Planet,Isaac Games,N/A,N/A,4.40 average rating from 5 total ratings,https://isaacgames.itch.io/alien-planet
free cell 1K,pancelor,N/A,Card Game,4.40 average rating from 5 total ratings,https://pancelor.itch.io/free-cell-1k
Ramps,Tom Mulgrew,N/A,Racing,4.40 average rating from 5 total ratings,https://tommulgrew.itch.io/ramps
Legend of Hippo,Elastiskalinjen,N/A,Action,4.40 average rating from 5 total ratings,https://elastiskalinjen.itch.io/legend-of-hippo
R.I.P. Curl,iLKke,N/A,Simulation,4.40 average rating from 5 total ratings,https://ilkke.itch.io/rip-curl
Rainbow Cats,Escargames 🐌🎮,N/A,Puzzle,4.40 average rating from 5 total ratings,https://escargames.itch.io/rainbow-cats
crabapple,slimefriend,N/A,Action,4.40 average rating from 5 total ratings,https://slimefriend.itch.io/crabapple
Kattonauten,Elastiskalinjen,1€,Platformer,4.40 average rating from 5 total ratings,https://elastiskalinjen.itch.io/kattonauten
Mind Knives,Ivarog,N/A,Adventure,4.40 average rating from 5 total ratings,https://ivarogdev.itch.io/mind-knives
Ski Tree,Craig Tinney,N/A,Action,4.75 average rating from 4 total ratings,https://ctinney94.itch.io/ski-tree
ananas 🍍,colorful_courier,N/A,N/A,4.75 average rating from 4 total ratings,https://colorful-courier.itch.io/ananas
FLIP OUT,SLOMOBO,N/A,Puzzle,4.75 average rating from 4 total ratings,https://slomobo.itch.io/flip-out
Wac-Man Ate Too Much!,ThatTomHall,N/A,Action,4.75 average rating from 4 total ratings,https://thattomhall.itch.io/wac-man-ate-too-much
Tweet Jump,egordorichev,N/A,Action,4.75 average rating from 4 total ratings,https://egordorichev.itch.io/tweet-jump
Pico8 Manic Miner,MinionSoft,N/A,Platformer,4.75 average rating from 4 total ratings,https://minionsoft.itch.io/manic-miner
Buzzsaw Cat,DPS2004,N/A,Action,4.75 average rating from 4 total ratings,https://dps2004.itch.io/buzzsaw-cat
Dungeon generator,egordorichev,N/A,N/A,4.75 average rating from 4 total ratings,https://egordorichev.itch.io/dungeon-generator
Aerial Rave,Freezydev,N/A,Action,4.75 average rating from 4 total ratings,https://freezydev.itch.io/aerial-rave
PlusWave,max levine stuff,N/A,Puzzle,4.75 average rating from 4 total ratings,https://maximilian.itch.io/pluswave
"Goodbye, Slime MMO",ForeverMuffin,N/A,Simulation,4.75 average rating from 4 total ratings,https://forevermuffin.itch.io/goodbye-slime-mmo
Tria Insomnia,sprvrn,N/A,Role Playing,4.75 average rating from 4 total ratings,https://sprvrn.itch.io/tria-insomnia
Hyperspace Rodeo,Zerk,N/A,N/A,4.75 average rating from 4 total ratings,https://zerkdev.itch.io/hyperspace-rodeo
